state,abbr,population,age,income,poverty,crime,price_1996apr,price_1996may,price_1996jun,price_1996jul,price_1996aug,price_1996sep,price_1996oct,price_1996nov,price_1996dec,price_1997jan,price_1997feb,price_1997mar,price_1997apr,price_1997may,price_1997jun,price_1997jul,price_1997aug,price_1997sep,price_1997oct,price_1997nov,price_1997dec,price_1998jan,price_1998feb,price_1998mar,price_1998apr,price_1998may,price_1998jun,price_1998jul,price_1998aug,price_1998sep,price_1998oct,price_1998nov,price_1998dec,price_1999jan,price_1999feb,price_1999mar,price_1999apr,price_1999may,price_1999jun,price_1999jul,price_1999aug,price_1999sep,price_1999oct,price_1999nov,price_1999dec,price_2000jan,price_2000feb,price_2000mar,price_2000apr,price_2000may,price_2000jun,price_2000jul,price_2000aug,price_2000sep,price_2000oct,price_2000nov,price_2000dec,price_2001jan,price_2001feb,price_2001mar,price_2001apr,price_2001may,price_2001jun,price_2001jul,price_2001aug,price_2001sep,price_2001oct,price_2001nov,price_2001dec,price_2002jan,price_2002feb,price_2002mar,price_2002apr,price_2002may,price_2002jun,price_2002jul,price_2002aug,price_2002sep,price_2002oct,price_2002nov,price_2002dec,price_2003jan,price_2003feb,price_2003mar,price_2003apr,price_2003may,price_2003jun,price_2003jul,price_2003aug,price_2003sep,price_2003oct,price_2003nov,price_2003dec,price_2004jan,price_2004feb,price_2004mar,price_2004apr,price_2004may,price_2004jun,price_2004jul,price_2004aug,price_2004sep,price_2004oct,price_2004nov,price_2004dec,price_2005jan,price_2005feb,price_2005mar,price_2005apr,price_2005may,price_2005jun,price_2005jul,price_2005aug,price_2005sep,price_2005oct,price_2005nov,price_2005dec,price_2006jan,price_2006feb,price_2006mar,price_2006apr,price_2006may,price_2006jun,price_2006jul,price_2006aug,price_2006sep,price_2006oct,price_2006nov,price_2006dec,price_2007jan,price_2007feb,price_2007mar,price_2007apr,price_2007may,price_2007jun,price_2007jul,price_2007aug,price_2007sep,price_2007oct,price_2007nov,price_2007dec,price_2008jan,price_2008feb,price_2008mar,price_2008apr,price_2008may,price_2008jun,price_2008jul,price_2008aug,price_2008sep,price_2008oct,price_2008nov,price_2008dec,price_2009jan,price_2009feb,price_2009mar,price_2009apr,price_2009may,price_2009jun,price_2009jul,price_2009aug,price_2009sep,price_2009oct,price_2009nov,price_2009dec,price_2010jan,price_2010feb,price_2010mar,price_2010apr,price_2010may,price_2010jun,price_2010jul,price_2010aug,price_2010sep,price_2010oct,price_2010nov,price_2010dec,price_2011jan,price_2011feb,price_2011mar,price_2011apr,price_2011may,price_2011jun,price_2011jul,price_2011aug,price_2011sep,price_2011oct,price_2011nov,price_2011dec,price_2012jan,price_2012feb,price_2012mar,price_2012apr,price_2012may,price_2012jun,price_2012jul,price_2012aug,price_2012sep,price_2012oct,price_2012nov,price_2012dec,price_2013jan,price_2013feb,price_2013mar,price_2013apr,price_2013may,price_2013jun,price_2013jul,price_2013aug,price_2013sep,price_2013oct,price_2013nov,price_2013dec,price_2014jan,price_2014feb,price_2014mar,price_2014apr,price_2014may,price_2014jun,price_2014jul,price_2014aug,price_2014sep,price_2014oct,price_2014nov,price_2014dec,price_2015jan,price_2015feb,price_2015mar,price_2015apr,price_2015may,price_2015jun,price_2015jul,price_2015aug,price_2015sep,price_2015oct,price_2015nov,price_2015dec,price_2016jan,price_2016feb,price_2016mar,price_2016apr,price_2016may,price_2016jun,price_2016jul,price_2016aug,price_2016sep,price_2016oct,price_2016nov,price_2016dec,price_2017jan,price_2017feb,price_2017mar,price_2017apr,price_2017may,price_2017jun,price_2017jul,price_2017aug,price_2017sep,price_2017oct,price_2017nov,price_2017dec,price_2018jan,price_2018feb,price_2018mar,price_2018apr,price_2018may,price_2018jun,price_2018jul,price_2018aug,price_2018sep
Oregon,OR,4085989,39.1,59135,15.7,264.5680371,122900,123600,124300,124900,125500,126000,126500,127000,127700,128400,129100,129800,130400,130900,131200,131500,131800,131900,132000,132000,132100,132100,132100,131900,131800,131700,131700,131900,132300,132800,133400,134100,134800,135600,136200,136600,137000,137400,137900,138300,138800,139300,139800,140200,140700,141300,141900,142400,142800,143200,143600,143900,144300,144800,145300,145900,146700,147600,148400,149200,149800,150300,150700,151100,151400,151800,152300,152700,153300,154100,154900,155700,156300,156900,157400,157800,158300,158900,159500,160200,161000,161800,162600,163400,164200,165000,165900,166800,167800,168800,169800,170600,171500,172400,173400,174600,176100,177800,179600,181700,183900,186200,188500,190800,193000,195300,197800,200700,203800,207100,210600,214500,218900,223800,229100,234900,240300,244700,247700,250300,253300,256900,260700,263600,265200,265700,265500,265000,264600,264600,264900,265400,266000,266200,266000,265700,265200,264400,263400,262100,260700,259400,258200,257200,256100,254500,252400,250100,247600,245200,243100,241000,239200,237600,235900,234200,232200,229800,227300,225400,224200,223400,222800,222400,222400,222500,222900,221900,219600,217700,216300,214200,212200,210300,208300,206500,204700,202400,200300,198400,196800,195500,194500,194000,193400,193000,192700,192100,191600,191200,191100,191200,191700,192400,193300,194100,195100,196300,197600,198600,199500,200600,202000,204100,206500,208600,210600,212800,215000,216600,218100,219800,221500,223100,224500,226000,227700,228900,230000,231100,232400,233800,235400,236900,238100,239600,241400,243500,245500,247600,249900,252400,254900,257300,259700,262200,265100,267600,269900,272600,275900,279400,282600,285200,287600,290200,293000,296200,299500,302600,305100,307500,310000,312500,314000,315400,317100,318800,320000,321300,323000,325500,328300,330400,331800,333500,335100,336400,337500,338300
Pennsylvania,PA,12787085,40.6,60979,13.3,316.3820542,77500,77300,77100,76900,76800,76800,76900,77100,77400,77700,77900,78200,78600,79000,79400,79900,80200,80500,80900,81200,81600,82000,82500,82900,83200,83600,83900,84300,84700,85200,85700,86200,86700,87000,87400,87700,87900,88200,88400,88700,88900,89100,89400,89600,89800,90100,90400,90600,90800,91000,91200,91400,91500,91700,92000,92500,93100,93700,94500,95200,96000,96600,97300,98000,98700,99400,100000,100700,101400,102000,102600,103200,103800,104400,105000,105600,106300,107000,107700,108500,109300,110200,111000,112000,113000,114100,115200,116200,117300,118400,119400,120200,121100,122000,123000,123900,125000,126100,127300,128500,129600,130800,131900,133000,134000,134900,135800,136700,137600,138600,139700,140900,142200,143400,144500,145600,146600,147600,148500,149300,150200,151100,151900,152600,153300,153700,154200,154500,155000,155400,155900,156300,156600,156900,157000,157100,157200,157100,157100,157000,156900,156800,156500,156300,156000,155500,155000,154500,154000,153600,153200,152800,152500,152300,152100,151800,151600,151200,150700,150300,150100,149900,149800,149800,149900,150100,150200,150100,149800,149800,149800,149400,148800,148100,147500,146900,146200,145400,144800,144300,143700,143100,142400,141800,141200,140800,140700,140500,140100,139600,139200,139100,138900,138800,138600,138700,138900,139200,139300,139500,139700,139900,140100,140300,140500,140800,140900,141300,141600,141600,141500,141600,141900,142300,142500,142600,142800,143000,143400,143600,143800,144100,144300,144400,144600,144900,145100,145300,145700,146100,146400,146800,147100,147400,147700,148100,148300,148600,149100,149500,149800,150100,150500,151200,152000,152600,153200,153900,154500,154900,155400,156000,156800,157700,158400,159000,159800,160800,161700,162500,163300,164200,165400,166200,166800,167600,168600,169300,170000,170500
Rhode Island,RI,1057566,39.9,61528,13.8,238.9187695,115800,115700,115700,115600,115600,115600,115600,115700,115800,115900,115900,115800,115800,115700,115700,115700,115800,115900,116100,116400,116900,117500,118100,118500,119000,119300,119700,120100,120600,121000,121500,122000,122500,123100,123700,124200,124800,125400,126100,126700,127300,128000,128900,129900,131100,132400,133800,135000,136200,137400,138400,139300,140200,141200,142300,143500,144900,146500,148200,149900,151700,153500,155400,157400,159600,161700,164000,166400,168800,171300,173700,176200,178700,181300,184100,187100,190300,193700,197000,200400,203700,206700,209800,213100,216700,220500,224500,228500,232200,235700,239000,242300,245600,248800,251900,255000,258200,261400,264600,267800,270800,273700,276600,279300,281900,284600,287000,289100,291000,292600,293900,295100,296000,296700,297000,296900,296500,296100,295900,295700,295500,295200,294700,293900,292900,291700,290500,289400,288400,287700,287000,286100,284800,283400,282100,280400,278700,276900,275200,273500,271300,268800,266000,263100,260100,257200,254600,251800,249200,246700,244400,242300,240300,238300,236500,234500,232100,229500,227200,225500,224600,224200,224300,224700,225200,225700,226100,227200,228400,228500,227600,226800,225700,224800,224200,222900,221500,220400,219300,217800,215700,213100,211000,209400,208400,207500,205800,203900,202900,202400,201500,200500,200800,202600,204100,205000,205400,205400,205300,206100,206700,206300,205400,205100,205600,206900,208700,210300,211100,211500,212300,212500,212300,212400,213600,214900,216100,216900,217300,217700,218400,218800,219000,219500,219900,220000,220700,221700,221400,220700,221000,222000,222900,223600,224700,226100,227500,228900,230300,231400,232200,233400,234600,236000,238000,240100,241200,241900,243500,245300,246700,248000,249900,251900,253200,254200,255500,257400,259800,262800,265500,267600,269400,270500,271600,273200,274600,275100,275400,276000
South Carolina,SC,4959822,38.8,54336,17.2,501.8222703,74300,74200,74200,74300,74500,74900,75500,76100,76800,77600,78400,79200,79900,80500,81200,82000,83000,84200,85400,86700,87600,88200,88600,88900,89200,89500,89800,90000,90200,90200,90300,90400,90600,90900,91300,91800,92200,92600,92900,93100,93400,93600,94000,94500,95200,96100,97300,98400,99500,100400,101100,101600,102000,102200,102400,102500,102700,102900,103100,103400,103600,104000,104300,104700,105000,105200,105400,105500,105500,105400,105300,105300,105300,105600,106000,106500,107000,107600,108200,108800,109200,109600,109800,110100,110500,110900,111300,111700,112300,112900,113400,114100,114700,115400,116100,116800,117400,118100,118800,119400,120100,120800,121500,122200,123000,123800,124700,125500,126400,127400,128300,129300,130200,131100,132000,132800,133700,134600,135500,136500,137600,138500,139400,140400,141300,142200,142900,143400,143800,144100,144300,144400,144600,144600,144500,144400,144100,143800,143600,143400,143200,143000,142900,142600,142300,141900,141400,140700,139900,139200,138500,137800,137100,136500,135900,135300,134700,133900,133200,132600,132200,132000,131800,131700,131700,131600,131700,131500,131100,130700,130400,130100,129600,128900,128100,127300,126600,125800,124900,124000,123300,122900,122500,122200,122000,121700,121300,121100,121100,120900,120700,120800,121000,121100,121000,121000,120900,121100,121300,121500,121500,121700,121700,121800,122200,122600,123000,123400,123800,124200,124500,124800,125100,125200,125500,125800,126100,126200,126300,126300,126400,126400,126500,126600,126800,127300,127800,128000,128400,128900,129300,129700,130000,130400,130900,131700,132400,133100,133800,134700,135800,136700,137700,138900,140200,141300,142200,143300,144400,145300,146100,146900,147400,147800,148400,149100,149900,150700,151500,152300,153100,154200,155700,156900,157600,158300,159100,159700,160700,161800
South Dakota,SD,861542,36.8,57450,14,418.3931208,40600,40800,41100,41600,42300,43300,44500,45900,47200,48300,49200,49700,49700,49200,48600,48200,48100,48100,48400,49000,49800,51000,52500,54300,56300,58200,59900,61400,62700,64000,65300,66700,68400,70400,72600,74900,77000,78800,80000,80700,81000,81000,80800,80500,80100,79800,79900,80100,80700,81400,82300,83000,83500,83800,84000,84300,84900,86000,87300,89000,90700,92300,93600,94600,95200,95500,95800,96100,96600,97200,97800,98100,98100,98000,98000,98200,98900,100000,101100,102200,102400,101400,99600,97800,96200,95000,94600,94900,96000,97600,99600,101700,103800,106100,108400,110800,113200,115500,117400,118900,119900,120500,120700,120600,120400,120500,120700,121100,122000,123100,124500,126000,127300,128300,129200,130000,130800,131700,132800,133800,134800,135700,136500,137000,137400,137700,138000,138100,138300,138500,138700,138800,138900,138800,138700,138600,138400,138300,138400,138600,138900,139300,139700,139800,139700,139600,139400,139400,139400,139500,139700,140000,140300,140500,140800,141100,141300,141400,141400,141200,140900,140500,140300,140100,139900,139800,139800,139800,140100,140400,140600,140800,141000,141000,140700,140500,140100,139700,139400,138900,138500,138400,138300,138300,138300,138400,138300,138000,137700,137500,137400,137500,137300,137000,136800,137100,137800,138700,139500,140600,141800,142800,143400,143800,144300,145000,145800,146300,146400,146300,146500,146500,146300,145900,145700,146000,146300,146600,146800,147300,148000,149000,149900,150700,151400,152300,153500,154600,155600,156400,157000,157500,158000,158500,159000,159500,160700,162500,163500,163700,164200,165100,165700,165900,166200,166400,166600,167300,168300,169000,169300,170000,170700,171300,172000,172700,173200,173900,175000,176000,176200,176500,177800,179600,180700,181300,181800,182500,183000,183200
Tennessee,TN,6649404,38.5,51344,17.2,632.9239532,69500,69900,70400,70900,71400,71800,72300,72600,73000,73300,73700,74000,74300,74600,75000,75300,75600,75900,76300,76600,77000,77400,77800,78100,78400,78700,79100,79500,79900,80300,80700,81000,81300,81600,81800,82200,82500,82800,83200,83500,83900,84200,84500,84800,85100,85400,85700,86000,86300,86500,86600,86800,86900,87000,87200,87400,87600,88000,88400,88700,89000,89300,89600,89800,90000,90100,90300,90500,90700,90900,91000,91200,91300,91400,91600,91700,92000,92300,92700,93200,93600,93900,94100,94400,94500,94800,95100,95400,95800,96200,96600,97100,97500,97900,98300,98800,99300,99900,100500,101200,101800,102500,103200,103900,104600,105300,106100,106900,107800,108800,109700,110700,111700,112600,113500,114300,115200,116000,116700,117400,118000,118600,119300,120100,120700,121400,122000,122500,122900,123400,123800,124300,124700,125100,125300,125400,125400,125400,125300,125100,125000,124800,124700,124700,124600,124400,124000,123500,122900,122400,121900,121500,121200,120900,120600,120300,120000,119500,119000,118600,118300,118100,118000,117900,118000,118100,118200,117900,117600,117500,117500,117300,117100,116600,116100,115700,115200,114800,114500,114100,113800,113400,112900,112400,112300,112300,112000,111800,111600,111300,111000,111000,110900,110900,111200,111500,111500,111500,111600,111800,112000,112100,112300,112700,113100,113400,113700,114100,114400,114900,115500,116000,116500,116800,117100,117500,118000,118500,119100,119600,119900,120400,120800,121300,121700,122300,122700,123200,123900,124500,125000,125600,126200,126900,127700,128300,129100,129700,130400,131200,131900,132600,133300,134300,135400,136400,137400,138600,139900,141100,142200,143100,144100,145200,146200,147000,147600,148200,149000,150000,151100,152500,154200,155700,156800,157700,158400,159300,160800,162000
Texas,TX,27904862,34.2,58146,16.7,434.4247033,92800,92800,93000,93200,93300,93400,93500,93600,93500,93500,93400,93400,93300,93400,93500,93700,93900,94100,94500,94900,95400,96000,96500,97000,97300,97700,97900,98100,98300,98400,98600,98900,99300,99800,100400,100900,101400,102000,102600,103600,104900,106500,108200,109700,111100,112100,112900,113300,113600,113700,113600,113200,112500,111400,110300,109500,108900,108600,108400,108500,108800,109200,109600,109900,110000,110200,110300,110500,110700,110900,111200,111400,111700,112000,112500,112900,113400,113900,114400,114800,115100,115300,115400,115500,115600,115800,115900,116100,116400,116700,116900,117300,117800,118600,119500,120500,121500,122200,122900,123500,124100,124700,125400,126000,126500,126900,127300,127600,127900,128200,128500,128800,129000,129200,129300,129500,129800,130000,130300,130700,131100,131500,131900,132400,132900,133400,133800,134300,134800,135200,135500,135800,136200,136600,137100,137500,137900,138300,138700,138900,138900,138600,138100,137500,136800,136100,135400,134700,134200,133800,133400,133000,132700,132500,132300,132000,131700,131300,130900,130700,130700,130700,130700,130700,130900,131000,131100,131100,130800,130600,130500,130400,130100,129900,129600,129300,128900,128500,128100,127800,127700,127600,127500,127300,127100,126700,126300,126200,125900,125700,125700,125900,126300,126500,126500,126700,127000,127200,127200,127300,127600,128000,128400,128700,129000,129400,130000,130500,131000,131600,132200,132800,133400,133800,134300,134900,135500,136100,136700,137200,137800,138500,139200,140100,141000,141800,142400,143100,144000,145000,145900,146600,147400,148300,149200,150100,151000,151900,153000,154000,155200,156500,158100,159800,161300,163000,164800,166300,167500,168900,170100,171300,172400,173400,174200,175000,175800,176700,177600,178500,179500,180600,182000,183300,184200,185200,186200,187100,188000,188700
Utah,UT,3044321,30.3,67481,11.7,242.7555956,147200,147000,146600,146200,145900,145700,145600,145600,145700,145900,146100,146300,146600,147000,147400,147900,148400,148900,149200,149600,150000,150300,150500,150700,150900,151000,151100,151200,151300,151400,151400,151500,151600,151700,151700,151700,151800,151900,151900,152000,152200,152500,152800,153300,153900,154600,155400,156300,157300,158300,159300,160300,161100,161800,162400,162900,163300,163500,163700,163800,163800,163800,163800,163900,164100,164400,164800,165100,165300,165500,165700,165800,165800,165700,165500,165300,165200,165000,165000,165100,165400,165700,166200,166700,167400,168000,168600,169100,169400,169500,169600,169700,169700,169700,169500,169200,168800,168400,168100,167900,167800,167900,168100,168500,169000,169700,170500,171400,172200,173000,173800,174600,175700,176900,178200,179600,181000,182400,184000,185800,188000,190500,193200,196400,199900,203300,206500,209500,212400,215200,217800,220600,223500,226500,229500,232600,235600,238200,240400,242200,243500,244500,245100,245700,246100,246100,245600,244700,243400,241900,240600,239300,238000,236800,235600,234300,233000,231400,229400,227000,224600,222500,220800,219400,218500,218200,218300,217500,215500,213500,212400,211100,209700,208400,207100,205600,203700,201600,199700,198400,196900,195800,195200,194900,194400,193600,193200,193300,193500,193200,192400,192000,192600,193500,193800,193900,194500,195400,196100,196900,198200,199900,201500,203100,204900,206800,208700,210800,212700,214300,215400,216400,217500,218800,220100,221200,221800,222200,222600,223100,224100,225400,227000,228600,229700,230300,230800,231900,233200,234200,235200,236500,237900,239400,241300,243000,244400,245800,247400,249100,251000,252700,254100,255500,257100,258900,261000,263100,265000,266900,268700,270700,273100,275400,277400,279700,282200,284100,285800,288400,291300,294500,297900,300800,303500,307300,311300,314700,318100,320900
Vermont,VT,623354,42.6,60837,11.6,158.3428595,90800,90100,89300,88600,87900,87300,86800,86600,86500,86400,86500,86500,86600,86800,87000,87300,87600,87800,88100,88300,88600,88800,89100,89300,89800,90500,91300,92300,93300,94200,95000,95700,96300,96900,97400,97800,98200,98700,99200,99800,100600,101400,102200,103000,103900,104900,105700,106500,107300,108000,108600,109200,109800,110300,110800,111500,112100,112800,113500,114300,115000,115700,116300,116900,117500,118100,118800,119600,120600,121600,122600,123700,124700,125800,126700,127600,128500,129400,130300,131200,132200,133200,134300,135200,136200,137300,138400,139800,141300,142800,144100,145100,146100,147100,148200,149400,150900,152400,154200,155900,157500,159100,160800,162600,164500,166500,168400,170400,172500,174400,176300,178000,179500,180900,182100,183200,184100,185000,185800,186500,187100,187700,188200,188700,189200,189900,190500,191200,191700,192100,192400,192600,192600,192400,192200,192000,191800,191800,191900,192000,192100,192300,192300,192100,191600,190900,190100,189300,188400,187600,186800,186000,185200,184600,184000,183300,182400,181500,180700,180200,179800,179400,179000,178700,178400,178200,178100,178300,179000,180200,181300,181700,181500,181100,180400,179700,179400,178800,178200,178000,178100,177900,177600,177200,177200,177600,178300,178900,179200,179400,179200,178800,178200,177800,177800,178200,178600,178900,179000,179000,179100,179500,179700,179700,179800,179900,179700,179700,179800,180000,180700,181200,181100,181200,181900,182800,183300,183200,183100,183000,182900,182800,182800,182900,183300,183100,182600,182500,182600,182900,183600,183900,183800,183600,183400,183400,183300,183300,183500,184100,184700,185100,185600,186200,186300,186000,186100,186500,187300,188700,190000,190600,190900,191500,191900,192000,192200,192600,193000,193600,194100,194400,194600,194700,194900,195100,195200,196100,198200,200000
Virginia,VA,8414380,37.8,66451,11.4,217.5751039,106400,106500,106600,106800,106900,107000,107300,107700,108100,108400,108800,109100,109300,109600,109700,109900,110100,110400,110700,111100,111800,112600,113400,114200,115100,116000,116800,117600,118300,118700,119000,119300,119600,120000,120400,120800,121100,121500,121900,122300,122800,123300,123900,124600,125500,126500,127400,128200,129000,129600,130300,130800,131400,132000,132700,133500,134300,135100,135900,136600,137300,138100,139000,140000,140900,142000,143100,144300,145500,146700,148000,149200,150400,151700,152900,154000,155200,156400,157600,158900,160200,161400,162600,163900,165300,166800,168500,170300,172200,174200,176200,178300,180500,182700,185100,187900,191000,194500,198300,202500,206900,211200,215500,219700,223800,227900,231900,235700,239600,243200,246600,249600,252400,254800,256900,258800,260400,261700,262900,263900,264700,265100,265200,265100,264900,264800,264700,264600,264700,265000,265200,265500,265600,265300,264600,263800,262600,261500,260200,258700,257000,255100,253100,251100,249000,246700,244300,242100,240200,238400,236700,235000,233500,232000,230500,228900,227100,225100,223300,221900,220900,220100,219600,219300,219300,219400,219700,219100,217900,217400,217700,217400,216500,215500,214600,213400,212200,210700,209300,208300,207900,207300,206700,206100,205700,205300,205000,204600,204500,204500,204400,204600,205100,205900,206600,207100,207700,208200,208800,209400,210000,210600,211200,212000,213000,213900,214500,215200,215900,216400,216700,217200,217700,218100,218600,219200,219800,220200,220400,220900,221500,222000,222500,222800,223000,223100,223400,223800,224300,224700,225100,225500,226000,226400,226700,227300,227900,228400,228900,229700,230500,231200,232000,232700,233300,234100,235200,236000,236800,237900,238900,239700,240500,241400,242200,242700,243400,244400,245200,245900,246400,247000,248100,249300,249900,250400,250900,251500,252300,252900
Washington,WA,7280934,37.6,70310,12.7,302.1816685,136600,136600,136700,137000,137300,137700,138200,138800,139300,139800,140300,140700,141100,141500,141900,142400,143000,143600,144400,145200,146100,147100,148000,148700,149500,150200,151100,152100,153100,154100,155000,155800,156400,156900,157200,157500,157900,158300,158800,159300,160000,160600,161300,162100,163000,164000,165000,165900,166700,167500,168100,168600,169000,169400,169800,170400,171100,171900,172700,173400,174100,174600,175200,175600,176200,176800,177600,178400,179300,180100,181000,181600,182000,182300,182600,182800,183100,183400,183800,184300,184900,185500,186200,187300,188500,189700,191000,192400,193800,195300,196800,198300,199900,201600,203300,205200,207300,209500,211900,214500,217200,220000,222900,225700,228500,231200,234000,237000,240400,244100,248100,252300,256400,260500,264400,268000,271600,274900,278000,281200,284500,287700,290700,293500,296000,298300,300200,301800,303300,304800,306000,307200,308300,309000,309300,309200,308700,307700,306400,304800,303200,301600,300000,298500,296900,295100,292800,290200,287200,284300,281700,279200,276900,274900,272400,269700,266700,263600,260500,258000,256200,254900,254000,253300,253200,253500,253900,252300,249800,247900,246600,244300,242600,241000,239500,238100,235900,233100,230700,229100,227300,225400,223700,222400,221100,219900,218800,217800,217100,216500,216100,216100,216500,216900,217700,218700,219700,220600,221600,222500,223500,224500,225800,228100,230900,233200,235100,236800,238600,240300,241700,242900,244000,245000,245900,247100,248100,249200,250600,252300,253600,255000,256800,258300,259900,261200,262500,264100,266500,269000,271200,273600,276100,278500,280600,282900,285200,287600,290000,292800,295800,298600,301300,304700,308200,311300,314400,317500,320500,323700,327200,330500,333700,337200,340100,342400,344700,347100,349200,351800,354700,358600,362500,365000,366700,369400,372000,373200,374100,375200
West Virginia,WV,1828637,41.9,44354,17.7,358.090374,48800,49000,49100,49100,49200,49200,49300,49500,49600,49800,49900,50000,50100,50300,50300,50400,50500,50700,50900,51300,51800,52400,53000,53500,54000,54300,54600,54800,55000,55200,55300,55500,55700,56000,56200,56500,56700,56900,57100,57300,57400,57500,57600,57600,57600,57600,57600,57700,57800,57900,58100,58200,58400,58700,59100,59500,59900,60200,60500,60800,61000,61200,61200,61200,61100,61200,61200,61300,61400,61500,61500,61600,61700,61700,61900,62100,62500,63200,64000,65000,65900,66700,67500,68300,69200,69900,70600,71000,71000,70700,70200,69500,68900,68600,68600,68900,69400,70100,71100,72300,73300,74300,75200,76300,77500,78700,79500,79800,79700,79400,79400,79600,80000,80400,80800,81100,81300,81500,81600,81600,81700,81900,82200,82400,82800,83500,84100,84400,84400,84200,84000,84100,84300,84800,85200,85300,85100,84800,84400,84000,83800,83800,83800,83900,83800,83500,83100,82700,82300,82100,81900,81900,81900,81800,81800,81800,81700,81500,81400,81100,80900,80600,80400,80400,80500,80500,80600,80700,80700,80500,80100,80100,80300,80500,80600,80600,80600,80500,80200,79800,79700,79900,80100,80200,80100,80100,79900,79700,79500,79300,79200,79200,79400,79700,79700,79700,79800,80100,80400,80500,80600,80900,81100,81300,81500,81800,81900,82200,82400,82500,82500,82700,83000,83100,83000,82800,82900,83100,83400,83600,83700,83800,84100,84400,84500,84900,85400,86000,86200,86200,86600,87100,87600,87900,88200,88600,89000,88900,88900,88900,89100,89100,89300,89700,90100,90200,90200,90400,90500,91200,92100,92800,93000,93200,93200,92600,92100,92000,92100,92300,92400,92700,93300,94100,94800,95000,95200,95600,96200,96800
Wisconsin,WI,5772917,39.1,59817,12.7,305.933437,109300,109100,108700,108000,107200,106200,105500,104900,104600,104600,104700,104600,104600,104700,104800,104900,105000,105000,105100,105100,105300,105700,106000,106200,106500,106800,107200,107600,108000,108600,109200,109900,110700,111500,112200,112700,113200,113800,114300,114800,115400,116000,116500,117100,117800,118700,119600,120300,121000,121600,122200,122700,123100,123700,124200,124800,125500,126100,126700,127400,128100,128700,129400,130100,130700,131400,132000,132700,133500,134400,135200,136000,136700,137400,138000,138600,139100,139600,140100,140700,141500,142300,143200,144100,144900,145600,146300,146900,147600,148200,148900,149600,150400,151400,152600,153800,155100,156400,157600,158800,159900,160800,161500,161600,161000,159600,157800,156000,154800,154200,154200,154600,155300,155900,156600,157300,157900,158500,159000,159500,159900,160100,160200,160200,160200,160300,160400,160600,160900,161200,161500,161900,162100,162100,161900,161800,161600,161500,161300,161100,161000,160800,160600,160200,159800,159100,158400,157600,157000,156400,155800,155200,154800,154400,154100,153800,153500,153100,152400,151700,151000,150500,150100,149800,149700,149800,150000,149800,149300,148900,148800,148300,147500,146800,146100,145100,144100,143300,142500,141900,141400,141000,140500,140200,140100,139700,139500,139400,139100,139000,139000,138700,138600,138800,139000,139200,139300,139200,139100,139200,139400,139700,139900,140300,140700,140800,140900,141300,141700,142200,142900,144200,145300,145600,145800,146200,146500,146900,147400,147700,148100,148300,148000,147500,147300,147300,147600,148200,148800,149400,149900,150300,150800,151400,152000,152800,153500,153800,154400,155200,155900,156700,157600,158400,159100,160100,161200,162100,162900,163800,164600,165400,166400,167400,168200,169000,169800,170900,172000,172700,173600,174500,175200,175600,176200,177000,178000,179100,180700,181800
Wyoming,WY,584910,36.8,57829,11.6,244.2352788,127600,127700,127700,127700,127600,127400,127200,127100,127000,127100,127200,127400,127500,127700,127800,127700,127600,127500,127300,127100,127000,127100,127100,127000,127000,127000,127000,127000,127100,127300,127500,127800,128200,128700,129200,129700,130200,130600,131000,131500,131900,132300,132700,133200,133700,134300,134800,135200,135600,136100,136700,137300,138000,138700,139500,140300,141200,142200,143400,144700,146100,147400,148500,149300,150000,150400,150700,151000,151300,151700,152200,152600,152800,152900,152700,152500,152200,152000,152000,152100,152300,152700,153100,153500,153900,154300,155000,155900,157000,158500,160100,161800,163600,165400,167400,169600,171900,174000,175900,177300,178300,178600,178500,177900,176600,174400,171300,167400,163600,160400,158100,156600,155800,155500,155500,155700,156200,157000,158100,159600,161200,162900,164500,166000,167500,169100,170500,171800,173100,174300,175500,176700,178000,179100,180100,181000,181600,182100,182500,182900,183300,183800,184300,184900,185100,185100,184900,184600,184200,183700,183300,183100,182900,182800,182800,182900,182800,182500,182200,181900,181700,181400,181200,180900,180900,180900,181000,181100,181400,182100,182400,182500,182700,182800,182600,182300,181700,181200,180900,180600,180500,181000,181500,181800,181800,181700,181700,181800,181900,182000,182100,182300,182600,182800,182900,183300,183700,184400,185200,185800,186400,186900,187200,187700,188200,188300,188200,188400,188600,188800,188900,189300,190100,190800,191300,191500,191400,191000,190900,191100,191800,192600,193500,194200,195100,196100,197100,197700,198500,199400,200500,201500,202200,202700,203300,203900,204400,204700,205100,205800,206400,207100,207700,208200,208500,208900,209200,209500,209400,209200,209100,209400,209700,209600,209200,209200,209600,210200,210900,211800,213000,214100,215100,215700,216700,218300,219900,220900,221100,220800